 x =    56.000000000000000     
 y =    56.000000000000000     
 x =    66.000000000000000     
 y =    66.000000000000000     
 x =    76.000000000000000     
 y =    76.000000000000000     
 x =    86.000000000000000     
 y =    86.000000000000000     
 x =    96.000000000000000     
 y =    96.000000000000000     
 x =    106.00000000000000     
 y =    106.00000000000000     
 x =    116.00000000000000     
 y =    116.00000000000000     
 x =    126.00000000000000     
 y =    126.00000000000000     
 x =    136.00000000000000     
 y =    136.00000000000000     
 x =    146.00000000000000     
 y =    146.00000000000000     
 x =    156.00000000000000     
